Title,Handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,Diamond Shape (product.metafields.custom.diamond_shape),Diamond Colour (product.metafields.custom.diamond_colour),Diamond Clarity (product.metafields.custom.diamond_clarity),Total Carat Weight (product.metafields.custom.total_carat_weight),Setting Style (product.metafields.custom.setting_style),Made In (product.metafields.custom.made_in)
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-10KW-LAB,,,10K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-10KW-NAT,,,10K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-14KY-LAB,,,14K Yellow Gold,,,Lab Grown,,,,,2490,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-14KY-NAT,,,14K Yellow Gold,,,Natural,,,,,3690,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-14KR-LAB,,,14K Rose Gold,,,Lab Grown,,,,,5990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-14KR-NAT,,,14K Rose Gold,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-14KW-LAB,,,14K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-14KW-NAT,,,14K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-18KY-LAB,,,18K Yellow Gold,,,Lab Grown,,,,,2790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-18KY-NAT,,,18K Yellow Gold,,,Natural,,,,,3990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-18KR-LAB,,,18K Rose Gold,,,Lab Grown,,,,,6290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-18KR-NAT,,,18K Rose Gold,,,Natural,,,,,4590,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-18KW-LAB,,,18K White Gold,,,Lab Grown,,,,,7390,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-18KW-NAT,,,18K White Gold,,,Natural,,,,,14090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-PT-LAB,,,Platinum,,,Lab Grown,,,,,3090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aurelia-emerald-three-stone-engagement-ring,,,,,,,,ER0001-PT-NAT,,,Platinum,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trillion Solitaire Diamond Pendant,trillion-solitaire-diamond-pendant,"The Trillion Solitaire Diamond Pendant showcases a brilliant trillion-cut diamond in a refined three-prong setting. Its clean, contemporary design highlights the stone's distinctive triangular silhouette, creating an elegant pendant that transitions effortlessly from everyday wear to special occasions.<!-- split --><p>The Trillion Solitaire Diamond Pendant celebrates the beauty of modern simplicity. A brilliant trillion-cut diamond is securely held in a delicate three-prong setting, allowing light to enter from every angle for exceptional brilliance and fire. Its open gallery enhances the diamond's natural sparkle while showcasing its distinctive geometric form.</p><p>Expertly crafted in Australia from your choice of 10K, 14K or 18K yellow, white or rose gold, or platinum, this timeless pendant is designed to be worn every day and treasured for a lifetime.</p>",Arlena,Apparel & Accessories > Jewelry > Pendants,Pendants,"Pendant, Solitaire, Trillion Cut, Trillion Cut Diamond Pendant, Three Prong Setting, Fine Jewellery, Luxury Jewellery, Diamond Pendant, Arlena, Made in Australia",TRUE,active,PDT0001-10KY-LAB,,Metal,10K Yellow Gold,,Diamond,Lab Grown,,,,,2490,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,FALSE,Trillion Solitaire Diamond Pendant | Arlena,Discover the Trillion Solitaire Diamond Pendant featuring a brilliant trillion-cut diamond in a refined three-prong setting. Crafted in Australia.,,,,,,,,New,FALSE,,,,,,Trillion,DEF,VVS,0.74ct,"Solitaire, Three Prong, Claw",Australia
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-10KY-NAT,,,10K Yellow Gold,,,Natural,,,,,3690,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-10KR-LAB,,,10K Rose Gold,,,Lab Grown,,,,,5990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-10KR-NAT,,,10K Rose Gold,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-10KW-LAB,,,10K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-10KW-NAT,,,10K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-14KY-LAB,,,14K Yellow Gold,,,Lab Grown,,,,,2490,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-14KY-NAT,,,14K Yellow Gold,,,Natural,,,,,3690,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-14KR-LAB,,,14K Rose Gold,,,Lab Grown,,,,,5990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-14KR-NAT,,,14K Rose Gold,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-14KW-LAB,,,14K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-14KW-NAT,,,14K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-18KY-LAB,,,18K Yellow Gold,,,Lab Grown,,,,,2790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-18KY-NAT,,,18K Yellow Gold,,,Natural,,,,,3990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-18KR-LAB,,,18K Rose Gold,,,Lab Grown,,,,,6290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-18KR-NAT,,,18K Rose Gold,,,Natural,,,,,4590,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-18KW-LAB,,,18K White Gold,,,Lab Grown,,,,,7390,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-18KW-NAT,,,18K White Gold,,,Natural,,,,,14090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-PT-LAB,,,Platinum,,,Lab Grown,,,,,3090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trillion-solitaire-diamond-pendant,,,,,,,,PDT0001-PT-NAT,,,Platinum,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumière Double Row Diamond Wedding Band,lumiere-double-row-diamond-wedding-band,"The Lumière Double Row Diamond Wedding Band showcases two rows of brilliant round diamonds for exceptional sparkle. Elegant, refined and crafted in Australia, it's designed to complement an engagement ring or shine beautifully on its own.<!-- split --><p>The Lumière Double Row Diamond Wedding Band features two elegant rows of brilliant round diamonds that create exceptional sparkle from every angle.</p><p>Expertly crafted in Australia and available in a selection of premium precious metals, its refined profile balances timeless elegance with contemporary sophistication.</p><p>Whether worn alongside an engagement ring or as a symbol of enduring commitment, this luxurious wedding band is designed to celebrate life's most meaningful moments and become a treasured piece for generations.</p>",Arlena,Apparel & Accessories > Jewelry > Wedding Bands,Wedding Bands,"Wedding Band, Double Row, Round Brilliant, Double Row Wedding Band, Pavé Setting, Diamond Wedding Band, Diamond Band, Luxury Jewellery, Bridal, Arlena, Made in Australia",TRUE,active,WB0001-10KY-LAB,,Metal,10K Yellow Gold,,Diamond,Lab Grown,,,,,2490,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,FALSE,Lumière Double Row Diamond Wedding Band | Arlena,"Discover the Lumière Double Row Diamond Wedding Band by Arlena. Featuring two rows of brilliant round diamonds, crafted in Australia in premium precious metals.",,,,,,,,New,FALSE,,,,,,Round Brilliant,DEF,VVS,0.54ct,"Double Row, Pavé",Australia
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-10KY-NAT,,,10K Yellow Gold,,,Natural,,,,,3690,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-10KR-LAB,,,10K Rose Gold,,,Lab Grown,,,,,5990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-10KR-NAT,,,10K Rose Gold,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-10KW-LAB,,,10K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-10KW-NAT,,,10K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-14KY-LAB,,,14K Yellow Gold,,,Lab Grown,,,,,2490,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-14KY-NAT,,,14K Yellow Gold,,,Natural,,,,,3690,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-14KR-LAB,,,14K Rose Gold,,,Lab Grown,,,,,5990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-14KR-NAT,,,14K Rose Gold,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-14KW-LAB,,,14K White Gold,,,Lab Grown,,,,,7090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-14KW-NAT,,,14K White Gold,,,Natural,,,,,13790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-18KY-LAB,,,18K Yellow Gold,,,Lab Grown,,,,,2790,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-18KY-NAT,,,18K Yellow Gold,,,Natural,,,,,3990,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-18KR-LAB,,,18K Rose Gold,,,Lab Grown,,,,,6290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-18KR-NAT,,,18K Rose Gold,,,Natural,,,,,4590,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-18KW-LAB,,,18K White Gold,,,Lab Grown,,,,,7390,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-18KW-NAT,,,18K White Gold,,,Natural,,,,,14090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-PT-LAB,,,Platinum,,,Lab Grown,,,,,3090,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lumiere-double-row-diamond-wedding-band,,,,,,,,WB0001-PT-NAT,,,Platinum,,,Natural,,,,,4290,,,TRUE,,,,,,,,deny,,,TRUE,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,
